留言內容,llm分數,llm判定
肉滿多滿好吃的 其他就剩鹹..,0.25,正向
https://i.mopix.cc/hGYVt0.jpg,0.0,中性
這系列都是雷改個名字繼續漲價,-0.8,負向
他的肉口感我覺得靠運氣吧 記得軟跟硬都吃過,0.0,中性
不如去吃三商,-0.45,負向
3030 怕爆,0.0,中性
鍵盤感覺很好看,0.0,中性
"超商有沒有真的辣的食物可推薦,每次都當鹹死的盤子",-0.4,負向
3030平生所見,0.0,中性
第一次看到鈉標示破3000的...,-0.2,中性
超鹹 其他還可以,-0.25,負向
海底撈麻辣燙有比其他的商品辣一點,0.0,中性
肉看起來滿大塊的 沒想到會雷阿,-0.25,負向
真的鹹 我有另外加水,-0.35,負向
這碗抵一天的鈉含量還有剩..,-0.25,負向
湯不喝掉 應該是不會到3000.....,0.0,中性
3030就真的破表了......,-0.2,中性
來看今年會不會漲到199,-0.1,中性
腎好痛,-0.35,負向
鍵盤粉嫩,0.0,中性
"3K,比麻辣臭豆腐泡麵還猛",-0.25,負向
"好吃,腎好硬",0.25,正向
吃過一次覺得有點軟爛口感就不買了,-0.45,負向
吃過 還行 不過真的偏鹹,0.0,中性
被納含量嚇到,-0.2,中性
"I珍食可以買,雖然第一口湯真的特別覺得鹹,肉和寬麵體以珍食價格來說還可以。(建議搭飲料),另近期星級饗宴部分品項有送購物金,但這款好像都沒看到",0.2,中性
為何都沒有畜牲羊臊味相關的產品?不過這款也是好吃但鈉真的爆炸,0.3,正向
名字看起來很誘人,0.2,中性
看名字感覺好吃的樣子@@,0.25,正向
堤拉米斯味不像提拉米蘇口味那麼濃 栗子味明顯 還不錯,0.45,正向
我覺得就只是三合一咖啡味 但是叫咖啡包口味會沒人買:(,-0.25,負向
沒有栗子味 就是提拉米蘇,0.2,中性
我也覺得就是普通提拉米蘇味道 沒什麼特別,-0.15,中性
吃起來很普通,-0.15,中性
光聽名字蠻難想像味道會如何,0.0,中性
我是吃了很多熱狗~加購熱貓吊飾 也能抽獎,0.0,中性
"普通,沒有打折很難買下去",-0.15,中性
蛋糕我也覺得普通 貓掌包不知道如何,-0.15,中性
麵包不錯吃 蛋糕捲調味實在是很糟糕,-0.65,負向
"蛋糕偏乾,很普通。",-0.35,負向
貓掌包就是一般餐包 加熱會爆漿比較好吃,0.3,正向
吃起來很乾,-0.45,負向
造型有點可愛,0.25,正向
超普通 不會再買,-0.65,負向
還不錯 可惜小貴~有抽獎會考慮吃,0.25,正向
"如果是有搭配活動可以登記抽獎,買來嚐鮮一下還不錯,若是平時沒活動應該就會考慮其他CP值更高的食品XD",0.2,中性
感覺很好吃欸,0.35,正向
"第一次吃覺得還好,沒什麼特別的,第二次吃覺得很糟糕...可能是麵衣跟魚皮?的關係",-0.65,負向
微波堡從前都很難吃 現在好像有進步了,0.15,中性
覺得有點貴,-0.25,負向
還不錯吃但是有點小貴,0.25,正向
真鱈?,0.0,中性
它的魚排是不是菱形的?感覺有點變相縮水:P,-0.25,負向
好像是菱形的,0.0,中性
哦哦 友善時光試試,0.0,中性
麵包皮比想像中好,0.25,正向
何時會賣畜牲羊的臊味料理?,0.0,中性
真的不是哈精的哈味嗎?那就想試試,0.25,正向
很不錯 真有哈密瓜味 也清爽,0.75,正向
看起來不是雪酪!,0.2,中性
http://i.imgur.com/VFgjkqN.jpg是好吃的哈味,0.75,正向
分開吃比較好 綜合味道會對打,-0.1,中性
"你們看起來都好奶,我買的怎麼都是雪酪感而且顏色很橘,是因為太晚買嗎",-0.25,負向
"剛買一組,巧克力>哈蜜瓜。",-0.1,中性
哈密瓜有限店嗎?我家附近都還是巧克力口味,0.0,中性
"我去兩家雙口味都有哈,去單口味只有巧(不知道是否巧合",0.0,中性
"高雄的親戚說他們那邊都沒有哈蜜瓜,新北這邊看三家都有",0.0,中性
"好像有可能,我這邊的都是單口味店家",0.0,中性
"講的也好想去買一隻來試試,哈密瓜味真的很濃郁的話是真的蠻好吃的,出門有經過再去找看看",0.35,正向
真的好吃!跟巧克力的也很好吃,0.8,正向
"單吃有點甜 ,和巧克力配還不錯",0.25,正向
好好吃欸這口味 有甜但不會膩,0.8,正向
"好吃,個人覺得滿值得回購",0.75,正向
跟巧克力配很怪 適合單吃,0.2,中性
"弄得我好亂,到底要不要一起吃",0.0,中性
"吃了兩間都水水的,連胖胖冰都撐不起來我真的不能覺得好吃除非是倒楣兩間剛好都還沒製冰製好,但以前根本沒遇過不過兩個混再一起納口感我真的覺得連純草莓都不如",-0.85,負向
好想吃吃看,0.25,正向
我買的並沒水水的 應該是你真的倒楣,0.0,中性
"水水的是機器問題,或是前面幾好幾支了,輪到的時候製冷不夠",0.0,中性
適合單吃,0.2,中性
今天再吃看到一家四口都橘橘哈密瓜 自己還是綜合1 巧克力1,0.0,中性
跟巧克力的配不起來+1,-0.25,負向
今天吃綜合的 好吃~,0.65,正向
"哈密瓜和巧克力分開單吃比較好,兩種味道感受會互搶",0.15,中性
哈密瓜多年前出過一次 那時候就很好吃了唯一不會吃起來像香精糖果的水果口味,0.8,正向
"還不錯今日又吃巧克力,對比:巧克力容易膩...",0.35,正向
真的蠻哈的,0.35,正向
真的就是哈密瓜的味道 我覺得很好吃,0.75,正向
原先對哈密瓜沒怎麼期待 但意外不錯吃,0.55,正向
好像不錯吃欸,0.3,正向
"https://i.imgur.com/FxrnfQq.jpeg我覺得不錯,哈巧味都很突出也不會很衝突",0.55,正向
"超好吃,不管單吃或綜合",0.9,正向
決定晚上衝去全家試試,0.25,正向
想趁現在69折折扣去入手手推車,0.25,正向
剛買了奶油小熊福袋 原價799折完552,0.0,中性
觀望前開的行李箱 想等再降 但69折確實可入手,0.25,正向
LULU豬可愛,0.25,正向
箱子蠻好用的 靠腳也適合,0.55,正向
"我去買了內褲兔毯子,可是為什麼我沒有送杯墊QQ",-0.05,中性
會不會杯墊送完?,0.0,中性
"可能要問店員,我今天去買美樂蒂袋子也是沒送杯墊,問了才發現是忘記送",0.0,中性
"這箱子很好用,昨天趁特價也買了一咖",0.75,正向
果然還是晚買享折扣,0.0,中性
降到200了,0.0,中性
x.7吧,0.0,中性
最近脆上好幾篇打折食品壞掉的貼文,-0.1,中性
這個好吃 這種調味再難吃真的沒救,0.65,正向
這口味還不錯~有吃過,0.45,正向
加熱更好吃!,0.55,正向
沒餡沒推,-0.45,負向
餡料 還是一樣少,-0.45,負向
這結帳會有貓叫聲?,0.0,中性
有貓貓就推,0.15,中性
奶油包要加熱會比較好吃 我昨天有買,0.35,正向
奶油蠻多的 麵包體也不乾 不會吃得很膩,0.65,正向
買過覺得內餡味道不錯 有機會再試試加熱的口感,0.5,正向
整點店內會播貓咪唱歌 只有早上七點到晚上十點的樣子,0.0,中性
下次吃吃看加熱的,0.25,正向
這不錯吃 內餡蠻多的 回購多次,0.75,正向
車可愛 謝謝分享 可惜最近的711都沒看到,0.25,正向
全家有賣單包的大包乖乖大顆乖乖,0.0,中性
之前好像有吃過大顆的乖乖 很神奇,0.3,正向
看到迴力車就想到以前買乖乖裡面都有小玩具 根本老人...,0.1,中性
春聯也太可愛了!,0.5,正向
目前差一台紅色的 好想要收集完XD,0.5,正向
磁鐵的春聯好方便,0.4,正向
車可愛,0.4,正向
春聯不錯,0.4,正向
想看大顆乖乖,0.1,中性
大顆乖乖不錯吃 外殼比一班的厚一點 多了點脆脆的口感,0.6,正向
好看,0.3,正向
拼圖春聯跟車子都好可愛,0.5,正向
大顆乖乖吃起來超爽,0.8,正向
磁鐵春聯拼圖!好心動!,0.5,正向
大顆乖乖好可愛,0.4,正向
"變大顆的乖乖好讚,我也要去全家找!",0.7,正向
還不錯餒,0.4,正向
之前25,0.0,中性
果醬看起來蠻多的~好像不錯,0.4,正向
這真的不錯吃 現在最常買的品項之一 缺點真的只有售價了,0.7,正向
"熱壓要踩雷,難喔",0.5,正向
下次來試試,0.2,中性
這個好吃!,0.7,正向
還沒踩雷+1~ 7-11的熱壓吐司真的不錯吃 我有時候去WG運動完會買,0.7,正向
熱壓吐司真的好吃,0.6,正向
這款很好吃固定回購,0.8,正向
這個很好吃!,0.8,正向
"好神奇的包裝,所以這是冷藏區的嗎?豬血糕是大敗筆,換成豆腐就好了",-0.4,負向
這系列我吃過酸菜白肉 也是很不錯是冷藏區但是碗沒有很大 要小心倒,0.3,正向
希望有麻油畜生羊肉口味,0.0,中性
料看起來好少,-0.3,負向
看起來有點空虛,-0.4,負向
吃完很空虛但味道不錯,0.3,正向
要喝前要搖一搖,0.0,中性
剛剛兌換一張券 確實沒什麼果肉了,-0.3,負向
區域限定的意思其實是 你這區有 但是隔壁那區就沒有還有的是看縣市 像是之前晶英聯名麵包就有兩種是東部限定好像還有新竹吧,0.0,中性
他的對手應該是35元的丹麥起司火腿,0.0,中性
這個感覺加熱會很讚,0.4,正向
這個就是當初28元系列消失的火腿貝果 改版回歸而已,0.0,中性
感覺烤過更好吃?,0.3,正向
我好像都買藍莓口味來吃,0.1,中性
這個好吃 我喜歡,0.7,正向
加熱好吃,0.6,正向
感覺很讚我這邊都沒看到,0.4,正向
懷念以前的火腿貝果,0.1,中性
這個加熱超好吃,0.8,正向
"早餐搭環保杯扣5元,加熱更好吃",0.5,正向
"加熱吃+1,超讚",0.8,正向
看到那老頭沒食慾 食品包裝出現人頭到底??,-0.3,負向
你問題好多,0.0,中性
http://i.imgur.com/I62OuNR.jpg,0.0,中性
這個真的很好吃 很香,0.8,正向
還不錯 但是有點膩,0.25,正向
我覺得蠻好吃很香~但溏心蛋那款確實比較清爽,0.5,正向
"很喜歡吃這個,但不算好買",0.6,正向
偏貴,-0.25,負向
不太便宜,-0.25,負向
蠻好吃的很下飯,0.6,正向
會很辣嗎?,0.0,中性
"回樓上,不會辣,但要沾著吃比較好吃",0.3,正向
下飯 但是不便宜,0.3,正向
昨天才吃有點貴然後普普的,-0.3,負向
可惜量少又貴,-0.4,負向
這好像可以試試 i珍食貼紙把人貼住 好評,0.2,中性
買一個打開來好像吃剩一半的,-0.5,負向
辣度不錯但料太多味道有點雜,-0.2,中性
Cp值不高,-0.4,負向
量太少了,-0.5,負向
有看到的話會想吃看看欸,0.2,中性
90分這麼厲害 應該多張實體照的 很久沒吃這類食物 明天去WG運動完來吃吃看,0.2,中性
感覺很好吃!,0.4,正向
卡士達好吃 可可也好吃 比較偏愛可可,0.7,正向
同意樓上,0.5,正向
同意1F,0.5,正向
美式很好喝 果酸味比拿鐵明顯,0.5,正向
美式板上竟然0討論,0.0,中性
用酷碰券買過1杯中美39再杯扣喝起來還不錯可以試試,0.4,正向
美式就有一點味道的水 要討論啥,-0.4,負向
我比較喜歡卡士達的 好吃,0.7,正向
拿鐵真的還不錯 冰的也好喝,0.5,正向
甜甜圈好吃,0.6,正向
"卡士達好吃,下次來試試可可",0.6,正向
冷凍拿去微波10秒,0.0,中性
生甜甜圈好吃 我喜歡,0.7,正向
可可生甜甜圈看到友善時光必拿~,0.5,正向
這次的阿里山真的不錯喝,0.6,正向
阿里山拿鐵很好喝 都喝冰的很喜歡,0.7,正向
餡看起來超滿,0.4,正向
拿鐵很好喝 會回甘 奶味也順口,0.7,正向
生甜甜圈很讚,0.7,正向
甜圈原味比巧克力好吃,0.4,正向
甜甜圈很好吃 拿鐵冰熱都不錯喝,0.7,正向
可是7-11檔期只能參考用......各賣各的= =附近小7有霜淇淋未必是想吃的口味,0.0,中性
加群組問店長啊 XD,0.0,中性
怎麼跟前面心得差很多???,0.0,中性
家附近剛好有賣 覺得蠻好吃的,0.6,正向
會不會哪天出五香的,0.0,中性
吃起來覺得像布丁尾段多了點椰子味,0.2,中性
以前一包十元(老人認證)查了一下居然還有五元的...是不是吃錯了,0.0,中性
大小不同吧,0.0,中性
"沒想到這次附近的有換,滿香的耶~大概就想像中椰子乖乖的味道,算中規中矩",0.25,正向
個人口味不同啊 所以不要學板上一些人用別人的口味決定要不要買 至少自己去吃一次,0.0,中性
比較好奇吃起來有沒有椰子的味道,0.0,中性
"同意motw大,同個食物會因每個人的味覺不同有差異所以批評別人的口味是完全不必要的事",0.0,中性
"想到之前乖乖也有跟錢都聯名椰香鍋,也很好吃",0.1,中性
跟想像中的味道一樣 喜歡,0.6,正向
好奇椰子味會不會很重,0.0,中性
"今天去買了,味道很像乾的椰子脆片臭香臭香的,讚",0.6,正向
有還原乖乖的話會想試欸,0.3,正向
我家這邊的冰淇淋機收掉了==,0.0,中性
感覺需要附甜辣醬包才對味,-0.1,中性
我覺得好吃~,0.6,正向
嘉義涼麵不知何時回歸...,0.0,中性
感覺不錯吃耶,0.4,正向
這看起來超好吃,0.5,正向
好吃。,0.6,正向
這款真的好吃,0.7,正向
看起來賣相很好,0.3,正向
外觀90的日式便當,0.4,正向
水逆,0.0,中性
這個看賣相給過,0.3,正向
這我可以自己加飯友就配得完了 但萊爾富好少店...,0.3,正向
賣相不錯 改天試試,0.4,正向
整格紅蘿蔔我不行,-0.3,負向
看到拿胡蘿蔔當菜 食欲直接歸零,-0.5,負向
花椰菜 不過好像不能期待太多,-0.2,中性
看起來很有食慾 改天去WG運動完買來吃吃看 有陣子沒去萊爾富,0.4,正向
"這個蛋真的很奇怪,完全沒有味道......純用蒸也蒸不出這麼無味的蛋。",-0.5,負向
萊爾富便當的飯量都很多,0.2,中性
萊爾富粉不是很多嗎 怎麼洗這麼少www,0.0,中性
生甜甜圈巧克力口味還不錯,0.4,正向
想吃生甜甜圈,0.2,中性
霜淇淋的苦味比比利時明顯 好吃,0.7,正向
兩個被你形容的很好吃,0.5,正向
霜淇淋搭牛奶綜合的不錯,0.4,正向
這次霜淇淋的苦味蠻重的 苦甜苦甜的不錯吃,0.7,正向
喜歡生甜甜圈,0.4,正向
"想吃苦一點的可以就只要巧克力,不想的話可以搭牛奶淡化苦味。",0.2,中性
https://i.mopix.cc/az4vfS.jpg昨天吃到巧克力配哈密瓜 很喜歡,0.7,正向
很喜歡這次的冰淇淋好讚,0.8,正向
甜甜圈今天吃完 還不錯,0.4,正向
甜甜圈還不錯,0.4,正向
可樂好迷,-0.1,中性
好吃新奇又好玩,0.6,正向
哪間已經有巧克力哈密瓜啊?,0.0,中性
"看到可樂覺得很謎不敢拿,原來還不錯哈哈哈",0.4,正向
也很想吃哈密瓜 但附近店家都還沒有,0.2,中性
"我這邊是板橋車站附近,雙北熱門的地方應該都要開始換了",0.0,中性
可樂個人沒有很愛耶 巧克力還不錯,0.1,中性
很期待哈密瓜誒 不知道我家這邊的上了沒,0.3,正向
想吃哈密瓜誒!配巧克力感覺很讚,0.4,正向
"https://i.mopix.cc/N7T5WB.jpg剛吃了不喜歡哈味,和想像不一樣>.<哈味榮登我的最難吃冠軍XD",-0.8,負向
"哈密瓜跟綜合都有吃,我反而很喜歡他的哈味耶,甜度剛好,可惜比較偏雪酪,綜合心得同原PO",0.6,正向
https://i.mopix.cc/mLRpTC.jpg,0.0,中性
那個南瓜好吃耶 i珍食會拿,0.6,正向
看起來不錯吃,0.4,正向
單純不喜歡蕎麥麵,-0.3,負向
另款咖哩烏龍麵也好吃,0.0,中性
這款好吃ㄝ!湯我也覺得不錯喝,0.7,正向
想試試看,0.2,中性
這款跟雞排咖哩燴麵都超 鹹,-0.5,負向
好奇他的分量多嗎,0.0,中性
超商哪有不鹹的?,0.0,中性
這款真的蠻鹹,-0.4,負向
"去年買過,就咬下去感覺鬆了點,吃應景的發糕",-0.1,中性
"超難吃,根本一點黏性也沒有,沒也沒黑糖香氣",-0.9,負向
糖含量超高,-0.3,負向
盤子可愛!!,0.2,中性
盤子拿出發糕 有自帶音效嗎XD,0.0,中性
盤子好搭xD,0.2,中性
盤子大勝發糕XD,-0.3,負向
我還蠻想吃的,0.2,中性
想要盤子,0.0,中性
想要盤子+1,0.0,中性
盤子蝦皮就有啦XDDDD,0.0,中性
盤子是重點,0.0,中性
"上次紫地瓜球也是這盤子,真的百搭XD",0.0,中性
看到想說到底有誰會買,-0.4,負向
盤子很可愛,0.2,中性
原來這盤子是要這樣用的 很可愛XD,0.2,中性
"優點是落菌數少, 市場很容易發霉(?)",0.0,中性
用這盤子需要自帶音效吧=3=,0.0,中性
"看文也在看盤子,沒想到大家也一樣XD",0.0,中性
多啦改吃發糕了,0.0,中性
"原po好可愛,這要哪裡買?",0.0,中性
盤子好可能可愛,0.2,中性
居然是這個盤子!可愛,0.2,中性
盤子好可愛,0.2,中性
黑糖糕容易壞 發糕好像還好?,0.0,中性
重點才是盤子 哪裡買,0.0,中性
好像不錯欸,0.4,正向
推盤子,0.0,中性
"還有古早味蛋糕,外形跟傳統市場一樣",0.0,中性
有古早味蛋糕超讚~根本祭拜救星,0.2,中性
超商買得到這個也太方便,0.3,正向
"前幾天有賣節慶大顆的古早味蛋糕$99,很好吃",0.2,中性
"這個還沒有見過有人推薦的,另一個高鐵7-11賣的阿財發粿倒是評價不錯",-0.2,中性
我還是直接喝生啤好了,-0.2,中性
感覺生啤酒的可以有空吃吃看,0.2,中性
也覺得生啤酒不錯 尾韻微苦,0.4,正向
今天去採買有看到超傻眼XD,0.0,中性
"生啤酒我覺得沒有酒味,只有淡淡的麥味",0.1,中性
生啤酒我覺得好難吃,-0.7,負向
這兩種我都吃不懂,-0.4,負向
生啤酒很好吃 有啤酒香氣 也有泡沫味,0.7,正向
最近又是香菜又是榴蓮的..,0.0,中性
昨天在大賣場有看到,0.0,中性
嘔嘔嘔嘔嘔,-0.8,負向
兩個都不愛,-0.6,負向
"說生啤酒好吃的,我這裡有一包特大,開過吃五片,賣100",-0.5,負向
10元收,0.0,中性
榴槤好吃 生啤酒難吃(我本身還很愛喝酒 但生啤酒真的超難吃,0.0,中性
"前幾天好市多買了一大包生啤的。決定還不錯*覺得之前保力達有出一個啤酒綠茶,如果可以接受的,生啤口味應該也可以接受",0.4,正向
"啤酒口味看大家說難吃就跑去買,結果超級好吃!!!跟喝生啤的感覺一模一樣!!!嚇死!!",0.9,正向
上次買4支98。一個禮拜吃完,0.5,正向
巧克力味好濃郁 我也很喜歡,0.7,正向
很久沒正常口味了 下次再等一年,0.3,正向
這次真的讚 希望全家不要再亂搞了,0.8,正向
全家一定還會搞怪口味,0.0,中性
巧克力讚讚,0.8,正向
買4支98!!?超讚!!,0.2,中性
"全家不正常很久了 除了上次起司蛋糕口味,其他都很可怕",0.0,中性
說到起司蛋糕 拿來搭這次巧克力應該不錯,0.3,正向
過年期間有第二支5元,0.0,中性
"這次真的好吃,微苦不甜,超合我胃口~",0.8,正向
100分欸好燒,0.5,正向
"搭到草莓餅乾杯,外加店長擠很紮實,吃得很滿足",0.7,正向
想搞怪可以 但巧克力常駐,0.5,正向
巧克力真的是安定的口味,0.5,正向
全家的巧克力比茶系列還安全牌了,0.4,正向
好苦,-0.3,負向
"這個好喝,但有賣的店家偏少",0.5,正向
看起來不錯 我喜歡杏鮑菇哈哈,0.4,正向
超商就鈉太多不然食物其實OK,0.1,中性
"感謝分享~看起來不錯,我還蠻喜歡喝玉米濃湯的,沒想到還有杏鮑菇~明天去WG練完來喝喝看",0.4,正向
這個真的好喝蠻濃的,0.7,正向
感覺不錯欸,0.4,正向
但哈蜜瓜好吃,0.6,正向
這兩個好吃喔?有點難想像哈密瓜搭配...,0.0,中性
想吃牛奶x巧克力的,0.1,中性
哈蜜瓜好吃,0.6,正向
我家巷口是牛奶+巧克力,0.0,中性
明天下午不知道吃不吃的到??,0.0,中性
哈蜜瓜意外真的不錯吃 很爽口,0.7,正向
哈味太強烈了,-0.25,負向
這個好吃~,0.6,正向
https://files.catbox.moe/9hdeqo.png,0.0,中性
樓上這個尾巴超像賽的,-0.2,中性
單哈蜜瓜超好吃的!真的很哈,0.8,正向
這口味超搭好好吃,0.8,正向
https://i.imgur.com/6qlhSD6.jpeg,0.0,中性
"我家這邊也是巧克力+牛奶,想嚐嚐哈密瓜",0.2,中性
哈密瓜好吃,0.6,正向
今天吃了單哈密瓜的很喜歡誒!好吃,0.7,正向
"單哈密瓜好吃,搭巧克力小怪",0.3,正向
"因為兩種口味都想吃吃看所以點綜合,單吃兩種口味都好吃,一起吃也意外好吃耶!",0.8,正向
綜合的很清爽 味道不會互相蓋掉 蠻搭的,0.6,正向
https://i.mopix.cc/eKl2X0.jpg,0.0,中性
哈密瓜巧克力意外好吃耶,0.7,正向
"我點綜合,哈蜜瓜不錯吃,但本身不愛甜味,這次的巧克力微苦不甜,下次我會選擇單點巧克力",0.4,正向
今天吃了單哈密瓜很喜歡 有甜但不膩 好好吃,0.8,正向
今天吃了哈味巧克力 意外好吃 那個微苦很襯哈密瓜,0.7,正向
很哈 甚至壓過巧克力 綜合的巧克力只剩微苦味,0.1,中性
搭配起來意外還不錯XD,0.5,正向
"單哈密瓜意外的不錯,開賣前還想說會不會香精味很重,但整體不會,如果有哈密瓜+牛奶感覺也不錯",0.6,正向
"今天吃兩種都很好吃,苦甜巧克力很滿意",0.8,正向
"這次的巧克力不會太甜膩,還不錯。",0.5,正向
http://i.imgur.com/p9aHTR4.jpg雙搭很好吃欸,0.8,正向
哈密瓜好少店,0.0,中性
哈密瓜很讚,0.7,正向
搭起來還不錯,0.4,正向
綜合難吃到爆... 哀,-0.9,負向
"巧克力不錯,不太喜歡哈蜜瓜味道",-0.1,中性
綜合好好吃我這波吃了四之綜合,0.8,正向
綜合好吃,0.6,正向
"佛跳牆這種費工的料理超商的都不建議買,做不出好吃的",-0.5,負向
便宜的就類似菜尾啊,-0.3,負向
每每12月底大賣場會有一波當年剩貨特價出清,0.0,中性
"過完年就會開始出清了,不是嗎?",0.0,中性
"也有吃,覺得還ok耶",0.25,正向
超商佛跳牆口味因人而異..某樓覺得難下嚥就別買齁洩洩!=,0.0,中性
好好笑 我以為是我有問題 真的好難吃,-0.8,負向
"菜尾類的食品都是一次加熱就要吃掉的這種已經是成品復熱,味道大多會變的很噁心",-0.7,負向
"吃過一次,還可以。但不會再買。不是酸的就是了。",-0.1,中性
很普通 嚐鮮一下還可以,-0.1,中性
全家有嗎? 711好像也有出?,0.0,中性
這也太慘,-0.4,負向
家樂福有一款才賣118的屌打萊爾富,-0.5,負向
"我i珍食丟冷凍好幾天,微波完也是半熟的,味道不錯",0.5,正向
很想知道為什麼那雞肉量看起來像被施捨的一樣....,-0.4,負向
"我也有一樣的疑惑,還為此查了一下,這種蛋都是加工蛋",0.0,中性
加了什麼工@@,0.0,中性
711最近很多這種科技蛋,0.0,中性
蛋 微波加熱後為何還能是半熟狀態?,0.0,中性
放真的半熟蛋保存不穩定 加熱後的狀態也不穩定說不定還會有法規表示問題 所以都是這種人工作的蛋像是溫泉蛋都標示非供即食 加熱後食用 不過誰會加熱才吃,0.0,中性
如果換在餐廳賣 就不會覺得這個價位貴了多的是比超商做的難吃又貴的燉飯,0.4,正向
現在科技已經可以人工製造蛋了@@,0.0,中性
看起來有像去義式餐廳會看到的賣相,0.3,正向
已經逐漸邁向超商的東西是底標的概念..比超商貴還不好吃的店都能收了,0.3,正向
"燉飯、燴飯、義大利麵這三樣超商是還不錯,尤其義大利麵有外面店比超商難吃的",0.3,正向
看照片感覺不錯 改天去WG運動完買買看 希望可以撿到 i珍食的XD,0.3,正向
7的義大利麵拿回家稍微擺盤一下不輸外面很多的台式義麵館,0.4,正向
"外面一堆150-200的義麵,全是微波加熱擺盤的好嗎...",0.0,中性
"在餐廳吃義大利麵都覺得超盤,貴又吃不飽",0.0,中性
超商義大利麵大概可以贏台北多數300以下的 711至少麵不會像油麵一樣軟啪啪,0.4,正向
加工蛋???驚到我了,0.0,中性
"幾年前是前面加個日式就能加價,現在變義式了嗎...",0.0,中性
現在都靠聯名吧~什麼式都可以,0.0,中性
i珍吃了兩次覺得不錯 有看到可撿,0.5,正向
有誰知道這個肉是真的原始的肉嗎?為什麼跟我平常吃到的口感差很多,0.0,中性
不錯 還滿濃的 肉和蛋也不難吃,0.6,正向
你在天素地蔬找肉燥嗎?,0.0,中性
萊爾富吊打,-0.4,負向
天素地蔬的商品裡面找肉???,0.0,中性
可能是指素肉臊吧,0.0,中性
我猜原po不知道這是素的XD,0.0,中性
我覺得蠻好吃的 不過真的會吃不飽,0.3,正向
我也覺得還不錯說XD,0.4,正向
我知道是素的啦~,0.0,中性
裝可愛wwww,0.0,中性
份量少的話買來當午飯吃很適合 下午不會暈碳,0.2,中性
「取名還裝可愛叫菇菇」XDDD,0.0,中性
份量真的少,-0.3,負向
"市售的佛跳牆當中的栗子是打包時放才乾料進去如果只是加熱到滾沸就上桌,會吃到硬幫幫的生栗子這種歪風不知何時開始的,還不如買超商的微波就好",0.4,正向
"鰻魚給一大一小賣199~還行之前吃過權加的感覺太薄較小片,價格雖然沒有這麼高但覺得爽度不夠",0.5,正向
肉的口感跟之前的不太一樣 比較好吃,0.5,正向
鵪鶉蛋微波要小心爆炸喔,0.0,中性
鰻魚好燒,0.4,正向
鰻魚好像沒寫小心細刺?昨天一直在找 所以還是有刺?,0.0,中性
鰻魚製品(餐廳出的也是) 無論有沒有寫到 都要小心細刺,0.0,中性
鰻魚好大片 這幾天吃吃看,0.5,正向
"細刺正常人都可以咬斷吃吧除非是小朋友,只是影響口感",0.0,中性
"拍攝得太美味,實際很小一盒",-0.3,負向
比比利時巧克力甜嗎?久違的有巧克力+牛奶 這個月初可以回來吃全家了近幾個月都是吃隔壁家的,0.2,中性
可以加購金鏟子湯匙,0.0,中性
綜合不錯 牛奶偏甜 巧克力微苦,0.4,正向
這顏色好淡 感覺還是買整桶來挖比較過癮,-0.2,中性
之前板上情報不是說哈蜜瓜搭配巧克力?,0.0,中性
哈密瓜2/11上的樣子,0.0,中性
"昨天去全家看是“草莓+仙草”,就默默的轉頭走人。",0.0,中性
跟平常巧克力差不多,0.1,中性
https://i.mopix.cc/uoNuvo.jpg剛吃覺得還不錯 有點苦味 加購的金鏟子很可愛,0.5,正向
有苦味的話有點興趣,0.2,中性
吃的出跟比利時的差異嗎,0.0,中性
"吃了個寂寞..QAQ 好淡,不知道是不是我這家的關係",-0.5,負向
這次的巧克力是帶苦味的 配牛奶應該不錯,0.3,正向
請問金鏟湯匙是塑膠的嗎,0.0,中性
金鏟匙是金屬的,0.0,中性
所以這次沒有跟店家聯名或者進口巧克力?,0.0,中性
http://i.imgur.com/astWq0A.jpg,0.0,中性
金鏟子好像很可愛,0.2,中性
隨時取的不知道能不能加購鏟子,0.0,中性
金鏟匙是304不鏽鋼喔,0.0,中性
"比較喜歡濃的巧克力,感謝滅火",-0.3,負向
"金產單買好像59, 加購18",0.0,中性
隨時取的不能加購金鏟子 昨晚有為了金鏟子衝一波,0.1,中性
巧克力味很濃 微苦 我覺得蠻好吃的,0.7,正向
買二送二的隨時取不能加購鏟子,0.0,中性
請問有室外機的苦嗎,0.0,中性
"喜歡這支超過比利時,比利時有點太甜了",0.7,正向
這只是最難吃的巧克力 雪酪科技,-0.8,負向
蠻喜歡吃起來帶苦味的巧克力 比較不膩,0.6,正向
"比利時巧克力真的好,全家很久沒好的霜淇淋了",-0.3,負向
味道像夜市那種感覺 吃了其實蠻失望的,-0.5,負向
像夜市口味但贅澤 有模仿成功喔 夜市94貴,-0.2,中性
Zeitaku 原來是奢侈 等過幾天的哈密瓜,0.0,中性
十分!!!,0.5,正向
"花生香菜奶茶,類液態花生捲冰淇淋?",0.0,中性
邪魔歪道,-0.6,負向
"好,喝喝看!!有奪難喝?!",-0.2,中性
可以請各公司研發單位別再鬧了嗎?,-0.5,負向
哈哈哈哈哈感想實在太好笑了,0.0,中性
"""被香菜攜家帶眷打一頓"" 哈哈~",0.0,中性
覺得是奶精茶更重的奶精,-0.2,中性
別再出奇怪的口味了,-0.4,負向
太甜了很膩,-0.5,負向
推勇者 愛香菜的我實在沒敢嘗試這個XD,-0.2,中性
全家近期的冷藏架新奶茶系列都頗....,-0.3,負向
